E1,E2,E3,E4,E5,24-bit color
0.155,0.5982,0.0472,0.09860000000000001,0.10100000000000002,15262422
0.24700000000000005,0.24920000000000003,0.05360000000000001,0.347,0.10320000000000001,15262409
0.304,0.19480000000000003,0.049600000000000005,0.3528,0.09880000000000003,15262409
0.3512,0.2964,0.046,0.254,0.0524,15262409
0.05081016203240648,0.153630726145229,0.554110822164433,0.2012402480496099,0.040208041608321664,15261915
0.047390521895620874,0.1987602479504099,0.49750049990002004,0.2013597280543891,0.054989002199560086,15261915
0.04839032193561288,0.04579084183163367,0.6612677464507097,0.1991601679664067,0.04539092181563687,15261912
0.0508,0.1016,0.5966,0.203,0.048,15261912
0.0964,0.20100000000000004,0.4536,0.19760000000000003,0.05140000000000001,15261912
0.049,0.4552,0.24380000000000002,0.20279999999999998,0.049199999999999994,15261910
0.09819999999999998,0.4968,0.2012,0.1038,0.1,15261910
0.1468,0.49520000000000003,0.15120000000000003,0.10180000000000002,0.105,15261907
0.051389722055588886,0.550489902019596,0.25434913017396515,0.05038992201559688,0.09338132373525293,15261905
0.3462,0.14459999999999995,0.0566,0.39759999999999995,0.05499999999999999,15261894
0.34820000000000007,0.4020000000000001,0.05340000000000001,0.0984,0.09800000000000002,15261894
0.39827965593118625,0.10022004400880176,0.047609521904380885,0.3480696139227845,0.10582116423284658,15261889
0.043408681736347265,0.554110822164433,0.1974394878975795,0.10122024404880975,0.10382076415283058,15261144
0.09998000399920016,0.4537092581483704,0.2439512097580484,0.10457908418316336,0.09778044391121776,15261139
0.05301060212042408,0.10162032406481296,0.6457291458291659,0.04740948189637927,0.15223044608921785,15261137
0.15496900619876022,0.4473105378924215,0.19936012797440508,0.09358128374325134,0.10477904419116177,15261137
0.056999999999999995,0.39879999999999993,0.049,0.14299999999999996,0.3522,15261121
0.404,0.05199999999999999,0.0542,0.3954,0.09439999999999998,15261121
0.45339999999999997,0.04479999999999999,0.049,0.34959999999999997,0.10319999999999999,15261119
0.1022,0.15220000000000003,0.5998,0.045000000000000005,0.10080000000000001,15260630
0.09939999999999999,0.097,0.6596000000000001,0.049199999999999994,0.0948,15260627
0.09478104379124175,0.14357128574285144,0.501499700059988,0.20195960807838434,0.05818836232753449,15260627
0.09480000000000002,0.19880000000000003,0.5576,0.04940000000000001,0.09940000000000002,15260627
0.1072,0.0488,0.6976,0.0448,0.10160000000000001,15260625
0.1016,0.396,0.2971999999999999,0.1026,0.1026,15260625
0.047799999999999995,0.0528,0.7066,0.0432,0.14959999999999996,15260622
0.05199999999999999,0.29999999999999993,0.495,0.049199999999999994,0.1038,15260622
0.10559999999999997,0.4875999999999999,0.2586,0.0452,0.10299999999999998,15260622
0.1538,0.401,0.24880000000000002,0.09459999999999999,0.1018,15260622
0.09638072385522896,0.38652269546090784,0.3087382523495301,0.0523895220955809,0.15596880623875226,15260617
0.1442,0.4,0.25260000000000005,0.05539999999999999,0.1478,15260617
0.5056,0.0504,0.0422,0.2994,0.10239999999999999,15260604
0.19439999999999996,0.49539999999999995,0.049199999999999994,0.2062,0.0548,15260599
0.5479095819163833,0.15423084616923385,0.046609321864372874,0.19783956791358268,0.05341068213642729,15260586
0.09540000000000001,0.5512,0.1454,0.10100000000000003,0.10700000000000001,15259857
0.09858028394321135,0.254749050189962,0.5038992201559688,0.04619076184763046,0.09658068386322735,15259854
0.10399999999999998,0.45180000000000003,0.29679999999999995,0.0464,0.101,15259854
0.14759999999999998,0.5496,0.15020000000000003,0.05080000000000001,0.10180000000000003,15259849
0.45590881823635276,0.15116976604679064,0.04399120175964807,0.252749450109978,0.09618076384723057,15259816
0.15059999999999996,0.5002,0.202,0.052199999999999996,0.095,15259334
0.5434,0.046000000000000006,0.05260000000000001,0.305,0.053000000000000005,15259329
0.14837032593481303,0.45490901819636076,0.2435512897420516,0.055988802239552084,0.09718056388722254,15258049
0.1883623275344931,0.21015796840631873,0.40531893621275744,0.04579084183163367,0.150369926014797,15255991
0.5530893821235753,0.10117976404719058,0.14517096580683866,0.14837032593481306,0.05218956208758249,15255945
0.19836032793441308,0.25154969006198763,0.3953209358128374,0.058788242351529685,0.09598080383923216,15255218
0.203,0.04279999999999999,0.5506,0.0558,0.1478,15252136
0.6559311862372474,0.05001000200040008,0.146629325865173,0.09921984396879374,0.04820964192838567,15247451
0.09818036392721456,0.6042791441711658,0.0527894421115777,0.09798040391921618,0.14677064587082586,15066582
0.19740000000000002,0.34299999999999997,0.05320000000000001,0.305,0.10140000000000002,15066582
0.05040000000000001,0.35340000000000005,0.19900000000000004,0.3,0.0972,15065816
0.19899999999999995,0.5498,0.05319999999999998,0.09859999999999997,0.09939999999999996,15065816
0.09378124375124974,0.49950009998000405,0.051389722055588886,0.3029394121175764,0.052389522095580884,15065814
0.2032,0.39359999999999995,0.052199999999999996,0.3066,0.044399999999999995,15065806
0.24940000000000004,0.2024,0.0506,0.3946,0.10300000000000002,15065806
0.24980000000000002,0.3046,0.047,0.3001999999999999,0.09839999999999999,15065806
0.29819999999999997,0.4488000000000001,0.0516,0.09380000000000001,0.10760000000000002,15065806
0.30219999999999997,0.25100000000000006,0.04820000000000001,0.29719999999999996,0.10140000000000002,15065801
0.051610322064412885,0.2924584916983397,0.2524504900980196,0.3112622524504901,0.09221844368873777,15065304
0.05380000000000001,0.2004,0.34740000000000004,0.3038,0.0946,15065302
0.05040000000000001,0.2548000000000001,0.2978,0.297,0.10000000000000002,15065302
0.19836032793441308,0.25654869026194765,0.04639072185562887,0.4037192561487702,0.09498100379924015,15065297
0.2053589282143571,0.4553089382123575,0.03999200159968006,0.25314937012597477,0.04619076184763046,15065297
0.24780000000000002,0.5056,0.045399999999999996,0.09539999999999998,0.1058,15065297
0.2493501299740052,0.3547290541891621,0.10097980403919217,0.2453509298140372,0.04959008198360327,15065292
0.2528,0.4004,0.04959999999999999,0.248,0.049199999999999994,15065292
0.2979404119176165,0.15816836632673464,0.049990001999600096,0.39572085582883426,0.09818036392721456,15065289
0.35220000000000007,0.15220000000000003,0.049400000000000006,0.34640000000000004,0.09980000000000001,15065286
0.34640000000000004,0.19660000000000005,0.053800000000000014,0.3008,0.10240000000000002,15065284
0.05401080216043208,0.05161032206441288,0.5887177435487098,0.25385077015403085,0.05181036207241448,15064536
0.048609721944388874,0.15303060612122424,0.40168033606721343,0.2964592918583717,0.10022004400880176,15064536
0.04999000199960008,0.09318136372725455,0.45490901819636076,0.30253949210157965,0.09938012397520495,15064534
0.04380876175235047,0.40368073614722944,0.3036607321464293,0.10162032406481297,0.14722944588917786,15064529
0.15276944611077783,0.6454709058188363,0.04919016196760647,0.05538892221555688,0.09718056388722254,15064529
0.24780000000000002,0.10439999999999999,0.0484,0.5486,0.0508,15064524
0.15680000000000002,0.3468,0.04740000000000001,0.3518,0.09720000000000001,15064518
